stopdate,stoptime,streetnbr,streetdir,street,Min,sex,race,ethnic,Year of birth,enfaction,rpmainid
 03/24/2018,2345,1199,,SPRUCE ST/BROADWAY,5,M,W,H,1996,N,5246
 04/01/2018,1635,1300,,BLOCK PEARL ST,20,F,W,H,1994,Y,5247
 04/01/2018,1607,900,,28TH FRONTAGE RD,32,M,W,N,1992,Y,5248
 03/31/2018,1022,,,,5,M,W,N,1975,N,5249
 04/01/2018,2150,3200,,ARAPAHOE AVE,5,M,W,N,1970,N,5250
 04/01/2018,1550,1699,,30TH ST/CANYON BLVD,10,F,W,N,1988,Y,5251
 04/01/2018,2142,1,,BROADWAY/27TH ST,10,M,W,N,1994,N,5252
 04/01/2018,1831,878,,BROADWAY/20TH ST,10,M,W,N,1997,N,5253
 04/02/2018,820,899,,20TH ST/BROADWAY,15,M,W,H,1966,N,5254
 04/02/2018,940,1560,,30TH ST/MARINE ST,10,F,W,N,1964,N,5255
 04/02/2018,1010,1698,,30TH ST/CANYON BLVD,10,M,W,N,1973,Y,5256
 04/02/2018,1026,,,30TH ST/PEARL PKWY,10,F,W,N,1981,N,5257
 04/02/2018,1030,5600,,BLOCK CENTRAL AVE,20,M,W,N,1970,Y,5258
 04/02/2018,1030,1000,,14TH ST,6,M,W,N,1964,N,5259
 04/02/2018,1220,200 BLK,,FOOTHILLS PKY,5,M,B,N,1996,Y,5260
 04/02/2018,1525,200 BLK,,FOOTHILLS PKY,5,F,W,N,1981,N,5261
 04/02/2018,1000,,,TABLE MESA DR/MOORHEAD AVE,10,F,W,N,1953,N,5262
 04/02/2018,1453,1560,,30TH ST/MARINE ST,10,M,W,N,1993,Y,5263
 04/02/2018,1338,700,,28TH ST/BASELINE RD,10,F,W,N,1992,Y,5264
 04/02/2018,1430,1198,,28TH ST/COLORADO AVE,10,M,W,N,1961,N,5265
 04/02/2018,1507,1560,,30TH ST/MARINE ST,10,M,W,N,1961,N,5266
 04/02/2018,400,1010,,12TH ST,10,M,W,N,1964,N,5267
 04/02/2018,100,291,,ARAPAHOE AVE,25,F,W,N,1973,,5268
 04/02/2018,100,291,,ARAPAHOE AVE,25,M,W,N,1994,,5269
 04/02/2018,100,291,,ARAPAHOE AVE,25,M,B,N,1959,,5270
 04/02/2018,100,291,,ARAPAHOE AVE,25,M,W,N,1969,,5271
 04/03/2018,230,1199,,CANYON BLVD/BROADWAY,15,M,W,N,1985,,5272
 04/03/2018,230,1199,,CANYON BLVD/BROADWAY,15,F,W,N,1969,,5273
 04/03/2018,230,1199,,CANYON BLVD/BROADWAY,15,F,W,N,1971,,5274
 04/03/2018,440,2700,,CANYON BLVD,10,M,W,N,1991,,5275
 04/02/2018,1415,,,30TH ST/ARAPAHOE AVE,6,M,W,N,1998,N,5276
 04/02/2018,1630,,,28TH ST/BASELINE RD,7,M,B,N,2000,N,5277
 04/03/2018,1005,1100 BLK,,S BROADWAY,5,M,W,N,1985,N,5278
 04/03/2018,1022,1100 BLK,,S BROADWAY,15,M,W,N,1975,N,5279
 04/03/2018,1045,1100 BLK,,S BROADWAY,15,F,W,N,1938,Y,5280
 04/03/2018,1107,1100 BLK,,S BROADWAY,15,F,W,N,1994,Y,5281
 04/03/2018,1132,1100 BLK,,S BROADWAY,15,M,W,N,1996,N,5282
 04/03/2018,1100,3599,,47TH ST/DIAGONAL HWY,10,M,W,N,1967,N,5283
 04/03/2018,1115,3599,,47TH ST/DIAGONAL HWY,10,F,W,N,1988,Y,5284
 04/03/2018,801,2899,,BROADWAY/CEDAR AVE,10,F,W,N,1982,Y,5285
 04/03/2018,1655,600,,FOOTHILLS PKWY,2,M,W,N,1968,Y,5286
 04/03/2018,1800,1100,,COLLEGE AVE,20,M,W,N,1997,N,5287
 04/03/2018,1800,1100,,COLLEGE AVE,20,M,W,N,1969,N,5288
 04/03/2018,1800,1100,,COLLEGE AVE,20,M,W,N,1993,N,5289
 04/03/2018,1730,2890,,MAPLETON AVE,20,M,W,N,1958,N,5290
 04/03/2018,1730,2890,,MAPLETON AVE,20,M,W,N,1951,N,5291
 04/03/2018,1730,2890,,MAPLETON AVE,10,M,W,N,1963,N,5292
 04/04/2018,20,699,,30TH ST/BASELINE RD,7,M,W,N,1953,N,5293
 04/03/2018,2239,3299,,BROADWAY/HAWTHORN AVE,7,M,W,N,1987,N,5294
 04/04/2018,108,1800,,13TH ST,25,M,B,N,1982,Y,5295
 03/28/2018,1225,900,,COLLEGE AVE,8,M,W,N,1996,Y,5296
 04/04/2018,18,1200,,13TH ST,12,M,W,N,1995,Y,5297
 03/30/2018,1355,,,HWY 36 WB ON RP @ T MESA/TABLE MESA DR,10,F,W,N,1991,Y,5298
 03/30/2018,1445,,,DIAGONAL HWY/INDEPENDENCE RD,10,M,W,N,1997,Y,5299
 04/04/2018,812,4199,,VALMONT RD/CENTER GREEN DR,5,F,W,H,1972,N,5300
 04/04/2018,900,,,30TH ST/PEARL PKWY,10,F,W,N,1989,Y,5301
 04/04/2018,845,3099,,PEARL PKWY/JUNCTION PL,10,F,W,N,1964,N,5302
 04/04/2018,743,4199,,VALMONT RD/CENTER GREEN DR,10,F,W,N,1978,N,5303
 04/04/2018,743,4199,,VALMONT RD/CENTER GREEN DR,10,M,W,N,1955,N,5304
 04/04/2018,830,4199,,VALMONT RD/CENTER GREEN DR,10,M,W,N,1947,N,5305
 04/04/2018,852,2727,,FOLSOM ST,45,M,W,N,1998,Y,5306
 04/04/2018,1030,1399,,FOOTHILLS PKWY/COLORADO AVE,10,M,W,N,1985,N,5307
 04/02/2018,1119,3600,,DIAGONAL HWY,8,F,W,N,1958,Y,5308
 04/02/2018,1510,900,,COLLEGE AVE,8,F,W,N,1997,Y,5309
 04/02/2018,1455,900,,COLLEGE AVE,9,M,W,N,1989,Y,5310
 04/03/2018,1140,2399,,BROADWAY/HIGH ST,8,M,A,N,1976,Y,5311
 04/03/2018,1204,2399,,BROADWAY/HIGH ST,9,F,W,N,1978,Y,5312
 04/03/2018,1215,2399,,BROADWAY/HIGH ST,9,M,W,N,1965,Y,5313
 04/03/2018,1155,2399,,BROADWAY/HIGH ST,8,F,W,N,1997,Y,5314
 04/04/2018,1100,4408,,BASELINE RD/LAGUNA PL,10,M,W,N,1985,N,5315
 04/03/2018,1225,2399,,BROADWAY/HIGH ST,8,F,W,N,1996,Y,5316
 04/03/2018,1238,2399,,BROADWAY/HIGH ST,9,F,W,N,1992,N,5317
 04/03/2018,1318,2399,,BROADWAY/HIGH ST,8,M,W,N,1994,Y,5318
 04/04/2018,1130,,,FOOTHILLS PKWY/ARAPAHOE AVE,10,F,W,N,1946,Y,5319
 04/04/2018,1155,1498,,S BROADWAY/GREENBRIAR BLVD,10,M,W,N,1971,N,5320
 04/04/2018,1220,,,HWY 36 WB ON RP @ BASELINE EB/BASELINE RD,10,M,W,N,1986,N,5321
 04/04/2018,1224,2199,,MAPLETON AVE/22ND ST,15,M,W,N,1993,N,5322
 04/04/2018,905,2999,,PEARL ST,10,M,W,N,1991,Y,5323
 04/04/2018,1000,899,,DEWEY AVE/9TH ST,10,F,W,N,1987,Y,5324
 04/04/2018,1010,899,,DEWEY AVE/9TH ST,10,F,W,N,1963,Y,5325
 04/04/2018,1020,899,,DEWEY AVE/9TH ST,10,F,W,N,1974,Y,5326
 04/04/2018,1030,899,,DEWEY AVE/9TH ST,10,F,W,N,1948,Y,5327
 04/04/2018,1045,899,,DEWEY AVE/9TH ST,10,M,W,N,1938,Y,5328
 04/04/2018,1105,899,,DEWEY AVE/9TH ST,10,F,W,N,1961,Y,5329
 04/04/2018,1130,899,,DEWEY AVE/9TH ST,10,M,W,N,1981,N,5330
 04/04/2018,954,698,,FOOTHILLS PKWY/BASELINE RD,10,F,W,N,1962,N,5331
 04/04/2018,1435,,,HWY 36 WB ON RP @ T MESA/TABLE MESA DR,10,M,W,N,1998,N,5332
 04/04/2018,1445,910,,28TH ST,10,M,W,N,1968,Y,5333
 04/04/2018,1303,,,29TH ST/ARAPAHOE AVE,7,M,W,N,1987,Y,5334
 04/04/2018,1317,,,28TH ST OFF RAMP/BASELINE RD,7,M,W,N,1998,Y,5335
 04/04/2018,1335,,,28TH ST/BASELINE RD,6,M,W,N,1987,Y,5336
 04/04/2018,1350,38400,,US HIGHWAY 36,4,M,W,N,1954,Y,5337
 04/04/2018,1400,,,US HIGHWAY 36/BASELINE RD,8,M,W,N,1995,N,5338
 04/04/2018,1420,1560,,30TH ST/MARINE ST,5,M,W,N,1997,N,5339
 04/04/2018,1430,1560,,30TH ST/MARINE ST,6,M,W,N,1996,Y,5340
 03/31/2018,2206,1398,,FOOTHILLS PKWY/COLORADO AVE,5,M,W,N,1992,Y,5341
 04/01/2018,0,,,33RD ST/ARAPAHOE AVE,10,M,W,N,1970,N,5342
 04/01/2018,51,765,,13TH ST,5,M,W,N,1994,Y,5343
 04/01/2018,55,555,,30TH ST,15,M,W,N,1970,Y,5344
 03/31/2018,2313,3399,,28TH ST/IRIS AVE,5,M,W,N,1967,N,5345
 03/31/2018,2328,1699,,PEARL ST/17TH ST,10,M,W,N,1967,N,5346
 04/01/2018,7,,,DIAGONAL HWY/JAY RD,10,M,W,N,1983,Y,5347
 04/04/2018,1825,2198,,28TH ST/PINE ST,5,F,W,N,1989,N,5348
 04/04/2018,1624,800,,FOOTHILLS PKWY,7,F,W,N,1960,Y,5349
 04/04/2018,1715,,,FOOTHILLS PKWY/PEARL PKWY,6,F,B,N,1992,Y,5350
 04/04/2018,1800,,,DIAGONAL HWY/INDEPENDENCE RD,12,M,W,N,1981,N,5351
 03/29/2018,2350,1099,,13TH ST/COLLEGE AVE,5,F,W,N,1975,N,5352
 03/30/2018,100,1099,,9TH ST/COLLEGE AVE,30,M,W,N,1992,Y,5353
 03/31/2018,1835,1399,,6TH ST/UNIVERSITY AVE,10,F,W,N,1978,Y,5354
 03/31/2018,1855,1699,,BROADWAY/ARAPAHOE AVE,5,M,W,N,1996,Y,5355
 03/31/2018,2000,1099,,13TH ST/COLLEGE AVE,25,M,W,N,1997,Y,5356
 04/01/2018,51,3399,,16TH ST/IRIS AVE,45,F,B,N,1991,N,5357
 04/04/2018,40,2799,,9TH ST/BALSAM AVE,10,M,W,N,1983,Y,5358
 04/04/2018,2140,1899,,9TH ST/WALNUT ST,10,F,W,N,1993,Y,5359
 03/30/2018,2210,,,29TH ST/ARAPAHOE AVE,5,M,W,N,1993,Y,5360
 03/30/2018,2204,599,,ARAPAHOE AVE/6TH ST,10,F,W,N,1961,N,5361
 04/04/2018,2039,1500,,BROADWAY,10,F,W,N,1995,Y,5362
 04/04/2018,2115,2700,,BASELINE RD,10,F,W,N,1996,Y,5363
 04/04/2018,2330,4561,,ARAPAHOE AVE/MACARTHUR DR,25,M,W,N,1987,N,5364
 04/05/2018,40,,,30TH ST/BASELINE RD,10,M,W,N,1995,Y,5365
 03/17/2018,1249,975,,PLEASANT ST,10,F,W,N,1997,N,5366
 04/05/2018,210,2760,,BASELINE RD,15,M,B,N,1970,N,5367
 04/05/2018,210,2670,,BASELINE RD,15,M,W,N,1971,Y,5368
 04/04/2018,1630,1710,,29TH STREET,15,M,W,H,2001,Y,5369
 04/05/2018,1005,,,HWY 36 EB ON RP @ BASELINE WB/28TH ST,10,M,A,N,1997,N,5370
 04/05/2018,1048,,,FOOTHILLS PKWY/SOUTH BOULDER RD,10,F,W,N,1955,Y,5371
 04/05/2018,1120,699,,17TH ST/BASELINE RD,10,F,W,N,1963,Y,5372
 04/05/2018,1251,,,FOOTHILLS PKWY/COLORADO AVE,8,M,W,N,1956,Y,5373
 04/05/2018,740,1999,,BLUFF ST/20TH ST,20,M,W,N,1977,N,5374
 04/05/2018,1149,3599,,47TH ST/DIAGONAL HWY,10,M,W,N,1988,N,5375
 04/05/2018,1200,,,DIAGONAL HWY/47TH ST,10,M,W,N,1978,Y,5376
 04/05/2018,1220,,,DIAGONAL HWY/47TH ST,10,F,W,N,1977,N,5377
 04/05/2018,1257,4700,,INDEPENDENCE RD/47TH ST,10,F,W,N,1961,Y,5378
 04/05/2018,1327,,,INDEPENDENCE RD/DIAGONAL HWY,10,M,W,N,1990,N,5379
 04/04/2018,1536,698,,FOOTHILLS PKWY/BASELINE RD,10,M,W,N,1961,Y,5380
 04/05/2018,1110,,,HWY 36 WB ON RP @ T MESA/TABLE MESA DR,10,M,W,H,1998,N,5381
 04/05/2018,1120,1099,,28TH FRONTAGE RD/E COLLEGE AVE,10,M,W,N,1997,N,5382
 04/05/2018,1230,4745,,VALMONT RD/47TH ST,10,F,W,H,1993,Y,5383
 04/05/2018,1239,4199,,VALMONT RD/CENTER GREEN DR,10,M,W,H,1979,,5384
 04/05/2018,1255,2999,,47TH ST/VALMONT RD,10,M,W,N,1981,N,5385
 04/05/2018,1145,1099,,28TH FRONTAGE RD/E COLLEGE AVE,5,F,W,N,1995,N,5386
 04/05/2018,930,1236,,CANYON BLVD,10,M,W,N,1992,N,5387
 04/05/2018,1500,1236,,CANYON BLVD,5,M,W,N,1962,N,5388
 04/05/2018,1500,1236,,CANYON BLVD,5,M,W,N,1982,N,5389
 04/05/2018,1130,1325,,PEARL ST,5,M,W,N,2002,Y,5390
 04/05/2018,1200,1100,,PEARL ST,5,M,W,N,1962,N,5391
 04/05/2018,1400,1325,,PEARL ST,5,M,B,N,1996,N,5392
 04/05/2018,1350,1480,,CANYON BLVD,10,M,W,N,1962,N,5393
 04/05/2018,1655,1900,,GRAPE AVE,10,F,W,N,2000,Y,5394
 04/05/2018,1720,4410,,ARAPAHOE AVE,10,M,W,N,1973,Y,5395
 04/04/2018,2100,2000,,REGENT DR/BROADWAY,15,F,W,N,1997,N,5396
 04/04/2018,2100,2000,,REGENT DR/BROADWAY,15,F,W,N,1997,N,5397
 04/04/2018,2100,2000,,REGENT DR/BROADWAY,15,F,W,N,1997,N,5398
 04/04/2018,2138,4399,,TABLE MESA DR/S 44TH ST,5,F,W,N,1971,Y,5399
 04/04/2018,2207,,,DIAGONAL HWY/63RD ST,15,M,W,H,1994,N,5400
 04/05/2018,27,,,PEARL ST/30TH ST,20,M,B,N,1970,N,5401
 04/03/2018,1640,,,29TH ST/BASELINE RD,20,M,W,N,1983,N,5402
 04/02/2018,1235,1400,,PEARL ST,10,M,W,N,1966,Y,5403
 04/05/2018,1705,4999,,JAY RD/DIAGONAL HWY,10,F,W,N,1997,Y,5404
 04/05/2018,2115,1000,,ROSEWOOD AVE,20,M,W,H,1994,Y,5405
 04/05/2018,2115,1000,,ROSEWOOD AVE,20,M,W,H,1998,Y,5406
 04/06/2018,10,1800,,11TH ST/CANYON BLVD,30,M,,N,1996,N,5407
 04/05/2018,2207,1699,,28TH ST/CANYON BLVD,10,M,W,N,1990,Y,5408
 04/05/2018,2338,1099,,13TH ST/COLLEGE AVE,5,F,W,N,1997,N,5409
 04/05/2018,2330,,,28TH ST/PEARL ST,5,F,W,N,1971,N,5410
 04/06/2018,114,3000,,COLORADO AVE,66,M,A,N,1997,Y,5411
 04/05/2018,2215,1800,,28TH ST,10,M,W,N,1983,N,5412
 04/05/2018,2355,1500,,28TH ST,10,F,W,H,1986,Y,5413
 04/06/2018,707,1399,,FOOTHILLS PKWY/COLORADO AVE,20,M,W,N,1995,Y,5414
 04/06/2018,757,2799,,28TH ST/BLUFF ST,15,F,W,N,1993,N,5415
 04/04/2018,2010,2799,,BROADWAY/BALSAM AVE,0,F,W,N,1998,Y,5416
 04/04/2018,1630,1905,,29TH ST/WALNUT ST,10,F,W,N,1994,Y,5417
 04/04/2018,2030,2799,,BROADWAY/BALSAM AVE,5,F,W,N,1954,Y,5418
 04/06/2018,845,5098,,BASELINE RD/MANHATTAN DR,10,F,W,N,1984,N,5419
 04/06/2018,914,,,29TH ST/BASELINE RD,10,M,B,N,1966,Y,5420
 04/06/2018,1910,,,14TH ST/CANYON BLVD,25,M,W,N,2000,N,5421
 04/06/2018,2020,,,BROADWAY/28TH ST,5,M,W,N,1964,N,5422
 04/03/2018,1640,,,29TH ST/BASELINE RD,20,M,W,,1983,N,5423
 04/02/2018,1335,1200,,PEARL ST,10,F,W,N,1987,Y,5424
 04/06/2018,2100,,,BASELINE RD/28TH ST,5,M,A,N,1995,N,5425
 04/06/2018,2100,1999,,17TH ST/PEARL ST,15,M,W,H,1996,Y,5426
 04/07/2018,6,645,,ARAPAHOE AVE,5,M,W,N,1996,N,5427
 04/06/2018,2319,699,,30TH ST/BASELINE RD,20,M,W,N,1980,Y,5428
 04/06/2018,2100,1999,,17TH ST/PEARL ST,15,M,W,H,1990,Y,5429
 04/07/2018,26,1099,,12TH ST/COLLEGE AVE,10,F,W,N,1977,N,5430
 03/29/2018,2135,,,28TH ST/ARAPAHOE AVE,5,M,W,N,1970,Y,5431
 04/07/2018,850,598,,BROADWAY/BASELINE RD,5,M,W,N,1992,Y,5432
 03/30/2018,1900,,,15TH ST/PEARL,10,M,W,N,1981,Y,5433
 03/30/2018,2315,255,,ARAPAHOE AVE,10,F,W,N,1997,,5434
 03/30/2018,2315,255,,ARAPAHOE AVE,10,M,W,N,1985,N,5435
 03/30/2018,2315,255,,ARAPAHOE AVE,10,M,W,N,1978,N,5436
 03/30/2018,2315,255,,ARAPAHOE AVE,10,M,W,N,1981,N,5437
 03/30/2018,2315,255,,ARAPAHOE AVE,10,M,W,N,1979,N,5438
 04/07/2018,2140,,,30TH/CANYON,10,M,W,N,1995,Y,5439
 04/07/2018,2330,879,,BROADWAY/REGENT DR,5,M,W,N,2000,Y,5440
 04/07/2018,2335,4698,,BASELINE RD/MOHAWK DR,6,M,W,N,1991,Y,5441
 04/07/2018,1730,900,,CEDAR AVE/9TH ST,10,M,W,N,1986,N,5442
 04/07/2018,1730,900,,CEDAR AVE,10,F,W,N,1992,N,5443
 04/07/2018,1000,16TH,,CANYON,5,M,W,N,1977,Y,5444
 04/08/2018,30,1099,,12TH ST/COLLEGE AVE,10,F,A,N,1996,N,5445
 04/08/2018,130,1599,,9TH ST/MARINE ST,5,M,W,N,1998,N,5446
 04/08/2018,32,2399,,ARAPAHOE AVE/FOLSOM ST,11,M,W,N,1999,Y,5447
 04/08/2018,109,1499,,18TH ST/ARAPAHOE AVE,11,M,W,N,1981,N,5448
 04/08/2018,208,999,,15TH ST/EUCLID AVE,6,F,W,N,1963,Y,5449
 04/08/2018,244,1099,,13TH ST | 14TH ST ALLEY/COLLEGE AVE,35,M,W,N,1999,N,5450
 04/07/2018,2335,,,,5,F,W,N,2001,Y,5451
 03/17/2018,2105,1499,,29TH ST/MARINE ST,5,F,U,N,1994,N,5452
 04/04/2018,2220,3100,,34TH ST,5,M,W,N,1998,N,5453
 04/06/2018,2230,900,,REGENT DR,15,M,W,N,1996,N,5454
 04/07/2018,145,599,,BROADWAY/BASELINE RD,5,M,A,N,1996,Y,5455
 04/07/2018,300,2049,,COLORADO AVE/LIBBY DR,5,M,U,N,1986,N,5456
 04/08/2018,115,4840,,5TH ST/LEE HILL DR,5,M,W,N,1999,Y,5457
 04/08/2018,340,4999,,MOORHEAD AVE/TABLE MESA DR,30,M,B,N,1983,N,5458
 03/16/2018,2345,1099,,13TH ST/COLLEGE AVE,5,F,W,N,1993,N,5459
 03/16/2018,2355,949,,18TH ST/BROADWAY,20,M,W,N,1988,N,5460
 03/17/2018,300,899,,20TH ST/BROADWAY,5,M,W,N,1998,N,5461
 03/29/2018,2210,3100,,34TH ST,5,F,W,H,1997,N,5462
 04/04/2018,2355,,,FOOTHILLS PKWY/VALMONT RD,10,M,A,N,1995,Y,5463
 04/05/2018,2255,555,,30TH ST,15,M,W,H,1997,Y,5464
 04/05/2018,2315,,,29TH ST/BASELINE RD,5,M,W,N,1949,Y,5465
 04/06/2018,30,1560,,30TH ST/MARINE ST,5,F,W,H,1998,Y,5466
 04/07/2018,934,1777,,BROADWAY,10,M,W,N,1978,N,5467
 04/07/2018,940,1777,,BROADWAY,10,F,W,N,1969,N,5468
 04/07/2018,1000,1480,,CANYON BLVD,120,M,W,N,1978,N,5469
 04/07/2018,1330,1001,,ARAPAHOE AVE,10,F,W,N,1969,N,5470
 04/08/2018,1240,900,,BALSAM AVE,5,M,W,H,1992,Y,5471
 04/08/2018,716,1600,,FOOTHILLS PKWY,5,M,W,N,1972,Y,5472
 04/08/2018,108,1400,,UNIVERSITY AVE,10,F,W,,1997,N,5473
 04/08/2018,2159,3200,,30TH ST,5,F,W,N,1985,Y,5474
 04/08/2018,2015,1905,,29TH ST/WALNUT ST,5,F,W,N,1995,N,5475
 04/09/2018,3,4400,,BROADWAY,5,M,W,H,1976,N,5476
 04/09/2018,111,2750,,GLENWOOD DR,10,M,W,N,1996,N,5477
 04/09/2018,850,1199,,ARAPAHOE AVE/BROADWAY,10,F,W,N,1957,N,5478
 04/09/2018,1015,,,US HIGHWAY 36 ON RAMP/TABLE MESA DR,15,F,W,N,1976,Y,5479
 04/09/2018,1050,,,US HIGHWAY 36 ON RAMP/TABLE MESA DR,10,F,W,N,1994,N,5480
 04/06/2018,148,13TH,,CANYON,20,M,W,H,1996,N,5481
 04/06/2018,2120,17TH,,CANYON,10,F,W,N,1992,Y,5482
 04/07/2018,2344,2800,,CANYON BLVD,10,M,W,H,1976,Y,5483
 04/07/2018,2359,2600,,ARAPAHOE AVE,15,M,W,N,1994,N,5484
 04/07/2018,2320,1700,,BROADWAY,5,M,B,N,1998,N,5485
 04/08/2018,26,1000,,ARAPAHOE AVE,5,M,W,N,2000,N,5486
 04/09/2018,1115,2760,,MOORHEAD AVE,9,M,W,N,0,N,5487
 04/09/2018,1115,2760,,MOORHEAD AVE,9,M,W,N,0,N,5488
 04/09/2018,1115,2760,,MOORHEAD AVE,9,M,W,H,0,N,5489
 04/09/2018,1135,,,US HIGHWAY 36 ON RAMP/TABLE MESA DR,15,F,W,N,1987,Y,5490
 04/09/2018,1300,,,US HIGHWAY 36 ON RAMP/TABLE MESA DR,15,M,W,N,1982,N,5491
 04/09/2018,1500,200 BLK,,FOOTHILLS PKY,5,F,W,H,1973,N,5492
 04/09/2018,1335,1698,,30TH ST/CANYON BLVD,10,M,W,N,1996,Y,5493
 04/09/2018,1313,1560,,30TH ST/MARINE ST,10,F,W,N,1971,Y,5494
 04/09/2018,1529,200 BLK,,FOOTHILLS PKY,15,M,W,N,1945,N,5495
 04/09/2018,1404,1560,,30TH ST/MARINE ST,10,M,W,N,1993,N,5496
 04/09/2018,1502,3999,,MOORHEAD AVE/FULLER CT,15,F,W,N,1964,N,5497
 04/09/2018,1538,3899,,MOORHEAD AVE/ELMHURST PL,8,M,W,N,1985,Y,5498
 04/08/2018,2350,3045,,BROADWAY/ELDER AVE,16,M,W,N,2001,Y,5499
 04/08/2018,2309,3399,,BROADWAY/IRIS AVE,19,M,W,N,1999,N,5500
 04/09/2018,2232,1699,,BROADWAY/ARAPAHOE AVE,8,M,A,N,1996,Y,5501
 04/09/2018,2232,1699,,BROADWAY/ARAPAHOE AVE,8,M,W,N,1996,Y,5502
 04/09/2018,2232,1699,,BROADWAY/ARAPAHOE AVE,8,M,W,N,1997,Y,5503
 04/10/2018,444,291,,ARAPAHOE AVE,44,F,W,N,1997,N,5504
 04/10/2018,444,291,,ARAPAHOE AVE,44,M,I,N,1991,N,5505
 04/10/2018,500,291,,ARAPAHOE AVE,10,F,W,N,1979,N,5506
 04/10/2018,500,291,,ARAPAHOE AVE,10,M,W,N,1973,N,5507
 04/10/2018,500,291,,ARAPAHOE AVE,10,F,W,,1960,N,5508
 04/10/2018,444,291,,ARAPAHOE AVE,44,M,W,N,1987,N,5509
 04/09/2018,850,1700,,CANYON BLVD,15,F,W,N,1999,Y,5510
 04/10/2018,754,5300,,BASELINE RD,30,M,W,N,1985,Y,5511
 04/10/2018,915,3800,,BASELINE RD,10,F,W,N,1992,N,5512
 04/10/2018,944,1100 BLK,,S BROADWAY,5,F,W,N,1945,N,5513
 04/10/2018,1009,1100 BLK,,S BROAWAY,15,M,W,N,1995,Y,5514
 04/10/2018,1111,200 BLK,,FOOTHILLS PKY,15,M,W,H,1999,Y,5515
 04/10/2018,838,2900,,VALMONT RD,5,M,W,N,1987,Y,5516
 04/10/2018,1038,700,,28TH ST/BASELINE RD,5,M,W,N,1958,Y,5517
 04/10/2018,1000,,,US HIGHWAY 36 ON RAMP/TABLE MESA DR,10,F,W,H,1993,N,5518
 04/10/2018,809,3359,,FOLSOM ST/IRIS HOLLOW PL,10,F,W,N,1956,Y,5519
 04/10/2018,1015,,,US HIGHWAY 36 OFF RAMP/HWY 36 WB ON RP @ BASELINE EB,10,M,W,N,1984,N,5520
 04/10/2018,1028,1200,,28TH FRONTAGE RD/COLORADO AVE,10,F,W,N,1963,N,5521
 04/10/2018,1048,,,US HIGHWAY 36 ON RAMP/TABLE MESA DR,10,M,W,N,1971,N,5522
 04/10/2018,1100,1199,,28TH ST/COLORADO AVE,10,M,B,N,1985,N,5523
 04/10/2018,1128,1199,,30TH ST/COLORADO AVE,10,M,B,N,1997,N,5524
 04/10/2018,1240,1100 BLK,,S BROADWAY,15,F,W,N,1996,N,5525
 04/09/2018,1253,699,,30TH ST/BASELINE RD,10,F,W,N,1966,Y,5526
 04/10/2018,840,1799,,18TH ST/CANYON BLVD,5,M,W,N,1982,N,5527
 04/10/2018,1045,1899,,22ND ST/WALNUT ST,15,M,W,N,1970,Y,5528
 04/10/2018,1258,1100 BLK,,S BROADWAY,15,M,W,N,1975,N,5529
 04/10/2018,1050,,,"US HWY 36, MM37",10,F,W,N,1050,N,5530
 04/10/2018,1103,,,"US HWY 36, MM37",10,F,W,N,1983,,5531
 04/10/2018,1157,698,,FOOTHILLS PKWY/BASELINE RD,10,M,W,N,1964,N,5532
 04/10/2018,1309,,,FOOTHILLS PKWY/PEARL PKWY,5,M,W,N,1978,N,5533
 04/10/2018,1455,2399,,FOLSOM ST/BLUFF ST,5,F,W,N,1959,Y,5534
 04/10/2018,1348,2299,,23RD ST/MAPLETON AVE,10,M,W,N,1973,Y,5535
 04/10/2018,1358,2100,,FOLSOM ST/SPRUCE ST,10,M,W,N,1994,Y,5536
 04/10/2018,1310,,,ASH AVE/S BROADWAY,9,F,W,N,1996,Y,5537
 04/10/2018,1351,,,ASH AVE/S BROADWAY,8,M,A,N,1994,N,5538
 04/10/2018,1426,,,ASH AVE/S BROADWAY,9,F,W,N,1999,N,5539
 04/10/2018,1450,3799,,MOORHEAD AVE/S 38TH ST,7,F,W,N,1947,Y,5540
 04/10/2018,1541,,,27TH WAY/BASELINE RD,12,F,W,N,1975,N,5541
 04/10/2018,1555,698,,FOOTHILLS PKWY/BASELINE RD,10,F,W,N,1946,Y,5542
 04/10/2018,1730,3700,,BASELINE RD,15,M,W,N,1993,N,5543
 04/10/2018,1630,1200,,FOOTHILLS PKWY,10,M,W,N,1985,Y,5544
 04/10/2018,1033,3599,,N 26TH ST/SHERWOOD CIR,10,F,W,N,1977,Y,5545
 04/10/2018,1327,400,,FOOTHILLS PKWY,20,F,W,N,1986,Y,5546
 04/10/2018,1624,,,DIAGONAL HWY/FOOTHILLS PKWY,10,M,W,N,1990,Y,5547
 04/10/2018,14,2700,,CANYON BLVD,5,M,W,N,1994,N,5548
 04/09/2018,1541,2000,,28TH ST,18,M,W,N,1989,Y,5549
 04/11/2018,311,3200,,ARAPAHOE AVE,5,M,W,N,1956,N,5550
 04/11/2018,254,645,,30TH ST,10,M,W,N,1985,N,5551
 04/11/2018,652,2500,,ARAPAHOE AVE,25,M,W,N,1978,N,5552
 04/11/2018,759,,,FOOTHILLS PKWY/BASELINE RD,10,M,W,N,1989,N,5553
 04/11/2018,817,2700,,MOORHEAD AVE,10,M,W,N,1987,Y,5554
 04/06/2018,1515,2999,,PEARL ST,5,F,W,N,1993,N,5555
