stopdate,stoptime,streetnbr,streetdir,street,Min,sex,race,ethnic,Year of birth,enfaction,rpmainid,raceethn,RPT1-PEDESTRIAN,RPT1-VEHICLE,RPT2-DISTURBANCE,RPT2-EQUIPMENT VIOLATION,RPT2-MUNICIPAL VIOLATION,RPT2-NOISE VIOLATION,RPT2-RIGHT OF WAY VIOLATION,RPT2-SPEEDING,RPT2-STATE VIOLATION,RPT2-SUSPICIOUS,RPT2-TRAFFIC-PARKING VIOLATION,RPT2-TRAFFIC-RECKLESS/CARELESS,RPT2-TRAFFIC-REDDI OBSERVED PC,RPT2-TRAFFIC-RIGHT OF WAY VIOLATION,RPT2-TRAFFIC-SPEEDING,RPT2-WELFARE CHECK,RPT3-*NO SEARCH,RPT3-DRIVER,RPT3-NO SEARCH,RPT3-PASSENGER,RPT3-PERSON,RPT3-PROPERTY,RPT3-VEHICLE,RPT4-CONSENT,RPT4-IMPOUND,RPT4-INCIDENT TO ARREST,RPT4-PLAIN VIEW,RPT4-PROBABLE CAUSE,RPT5-ALCOHOL,RPT5-DRUGS,RPT5-NOTHING SEIZED,RPT5-OTHER EVIDENCE,RPT5-STOLEN PROPERTY,RPT5-WEAPONS,RPT6-ARREST,RPT6-CITATION,RPT6-DETOX HOLD,RPT6-FIELD CONTACT,RPT6-M-1 HOLD,RPT6-NO ACTION,RPT6-WARNING,RPT7-FELONY,RPT7-MISDEMEANOR,RPT7-MUNICIPAL,RPT7-NOT CHARGED,RPT7-TRAFFIC,RPT7-WARRANT
 11/09/2018,1255,2598,,BASELINE RD/27TH WAY,10,F,A,N,1996,Y,10235,AN,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
 11/09/2018,1310,2598,,BASELINE RD/27TH WAY,10,M,W,N,1997,Y,10236,WN,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
 11/09/2018,1300,,,DIAGONAL HWY/INDEPENDENCE RD,10,F,W,N,1974,N,10237,WN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
 11/09/2018,1244,,,DIAGONAL HWY/INDEPENDENCE RD,10,M,W,N,1983,Y,10238,WN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
 11/09/2018,1227,,,30TH ST/DIAGONAL HWY,10,M,W,N,1978,N,10239,WN,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
 11/09/2018,1216,,,47TH STREET/DIAGONAL,10,F,W,N,1974,Y,10240,WN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
 11/09/2018,1147,,,47TH/DIAGONAL HWY,10,F,W,N,1972,Y,10241,WN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
 11/09/2018,1131,,,DIAGONAL/47TH ST,10,M,W,N,1971,N,10242,WN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
 11/09/2018,1119,,,DIAGONAL HWY/47TH ST,10,M,W,N,1971,N,10243,WN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
 11/09/2018,1106,,,DIAGONAL/47TH ST,10,M,W,N,1995,N,10244,WN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
 11/09/2018,1037,,,DIAGONAL HWY/47TH ST,10,F,W,N,1979,Y,10245,WN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
 11/09/2018,1005,,,DIAGONAL HWY/47TH ST,10,M,W,N,1963,Y,10246,WN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
 11/09/2018,852,698,,FOOTHILLS PKWY/BASELINE RD,10,M,W,N,1993,Y,10247,WN,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
 11/09/2018,1555,1198,,28TH ST/COLORADO AVE,10,F,W,N,1956,N,10248,WN,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
 11/09/2018,1545,1199,,28TH FRONTAGE RD/COLORADO AVE,10,F,W,N,1995,N,10249,WN,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
 11/09/2018,1425,1199,,28TH FRONTAGE RD/COLORADO AVE,10,M,W,N,1947,N,10250,WN,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
 11/09/2018,1325,4398,,ARAPAHOE AVE/FOOTHILLS PKWY,10,F,W,N,1987,N,10251,WN,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
 11/09/2018,1239,4398,,ARAPAHOE AVE/FOOTHILLS PKWY,10,F,W,N,1982,Y,10252,WN,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
 11/09/2018,1220,1369,,28TH ST/TAFT DR,10,F,W,N,1998,N,10253,WN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
 11/09/2018,1700,4398,,ARAPAHOE AVE/FOOTHILLS PKWY,10,F,W,N,1985,Y,10254,WN,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
 11/09/2018,1634,1398,,FOOTHILLS PKWY/COLORADO AVE,20,M,W,N,1999,N,10255,WN,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
 11/09/2018,1400,2999,,47TH ST/VALMONT RD,10,M,W,N,1996,N,10256,WN,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
 11/09/2018,1340,1099,,28TH FRONTAGE RD/E COLLEGE AVE,10,M,A,N,1994,Y,10257,AN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
 11/09/2018,1050,,,FOOTHILLS PKWY/SOUTH BOULDER RD,10,F,W,N,1990,Y,10258,WN,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
 11/09/2018,1325,4748,,TABLE MESA DR/MOORHEAD AVE,10,M,A,N,1994,N,10259,AN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
 11/09/2018,1120,39098,,US HIGHWAY 36/TABLE MESA DR,15,M,W,N,1970,N,10260,WN,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
 11/10/2018,840,899,,20TH ST/BROADWAY,15,M,W,N,1978,N,10261,WN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
 11/10/2018,905,699,,22ND ST/BASELINE RD,10,M,W,N,1991,Y,10262,WN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
 11/10/2018,930,3598,,TABLE MESA DR/STANFORD AVE,10,M,W,N,1990,Y,10263,WN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
 11/10/2018,1115,,,FOOTHILLS PKWY/COLORADO AVE,10,M,W,N,1969,N,10264,WN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
 11/04/2018,2154,1599,,FOLSOM ST/ARAPAHOE AVE,0,M,W,N,1992,Y,10265,WN,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
 11/04/2018,2230,,,28TH ST/HWY 36 EB ON RP @ BASELINE WB,0,M,W,N,1977,N,10266,WN,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
 11/10/2018,1340,,,HWY 36 EB OFF RP @ T MESA/TABLE MESA DR,10,F,W,N,1984,N,10267,WN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
 11/10/2018,1358,1300,,PEARL ST,15,M,W,N,1974,N,10268,WN,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
 11/10/2018,1358,1300,,PEARL ST,15,M,W,N,1991,N,10269,WN,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
 11/10/2018,1555,,,48TH ST/ARAPAHOE AVE,10,F,W,H,1980,N,10270,WH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
 11/10/2018,1645,,,DIAGONAL HWY/FOOTHILLS PKWY,10,M,A,N,1995,N,10271,AN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
 11/10/2018,1600,,,DIAGONAL HWY/FOOTHILLS PKWY,10,F,W,N,1992,N,10272,WN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
 11/10/2018,1535,,,DIAGONAL HWY/FOOTHILLS PKWY,10,M,W,N,1963,N,10273,WN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
 11/10/2018,1325,1369,,30TH ST/SHADOW CREEK DR,10,F,W,N,1994,N,10274,WN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
 11/10/2018,1250,4398,,ARAPAHOE AVE/FOOTHILLS PKWY,10,M,W,N,1963,N,10275,WN,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
 11/10/2018,1228,4398,,ARAPAHOE AVE/FOOTHILLS PKWY,10,M,W,N,1958,N,10276,WN,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
 11/10/2018,1210,4398,,ARAPAHOE AVE/FOOTHILLS PKWY,10,M,B,N,1985,N,10277,BN,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
 11/10/2018,1155,4398,,ARAPAHOE AVE/FOOTHILLS PKWY,10,F,W,N,1961,N,10278,WN,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
 08/23/2018,845,,,BROADWAY/BASELINE RD,15,F,W,N,1967,Y,10279,WN,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
 10/04/2018,1110,5498,,ARAPAHOE AVE/55TH ST,7,M,W,N,1968,N,10280,WN,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
 11/10/2018,2300,2000,,30TH ST,5,F,B,N,1989,N,10281,BN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
 11/10/2018,850,1228,,28TH ST/PENNSYLVANIA AVE,10,F,W,N,1954,N,10282,WN,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
 11/10/2018,915,2900,,COLORADO AVE,5,M,W,N,1979,N,10283,WN,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
 11/10/2018,932,1228,,28TH ST/PENNSYLVANIA AVE,10,M,W,N,1971,N,10284,WN,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
 11/10/2018,1023,5700,,BASELINE RD,10,F,W,N,1997,Y,10285,WN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
 11/11/2018,2210,2499,,47TH ST/PEARL ST,10,M,W,N,1964,N,10286,WN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
 11/11/2018,1627,698,,FOOTHILLS PKWY/BASELINE RD,10,F,A,N,1997,Y,10287,AN,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
 11/11/2018,2128,,,FOOTHILLS PKWY/FOOTHILLS NB OFF RP @ PEARL,10,M,W,N,1990,Y,10288,WN,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
 09/15/2018,2225,499,,S 39TH ST/TABLE MESA DR,5,F,B,N,1959,Y,10289,BN,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
 09/15/2018,2359,3698,,TABLE MESA DR/S BROADWAY,15,M,A,N,1996,Y,10290,AN,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
 09/16/2018,19,899,,30TH ST/E AURORA AVE,7,F,W,N,1998,Y,10291,WN,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
 09/16/2018,58,,,TABLE MESA DR/US HIGHWAY 36,5,M,A,N,1978,N,10292,AN,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
 09/21/2018,2208,899,,28TH FRONTAGE RD/E AURORA AVE,5,M,W,H,1962,N,10293,WH,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
 09/21/2018,2324,,,ASH AVE/S LASHLEY LN,10,F,W,N,1998,Y,10294,WN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
 09/21/2018,2350,,,RAYLEIGH RD/S BROADWAY,5,M,W,N,1998,N,10295,WN,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
 09/24/2018,445,1665,,33RD ST,10,M,W,N,1981,N,10296,WN,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
 09/24/2018,145,2999,,29TH ST/VALMONT RD,30,M,W,N,1992,Y,10297,WN,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
 09/23/2018,2353,291,,ARAPAHOE AVE,20,M,W,N,1981,N,10298,WN,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
 10/04/2018,2228,,,30TH ST/PEARL PKWY,7,M,W,N,1983,Y,10299,WN,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
 10/05/2018,2341,699,,30TH ST/BASELINE RD,5,F,W,N,2000,Y,10300,WN,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
 10/06/2018,50,,,BASELINE RD/BROADWAY,5,M,A,N,1963,N,10301,AN,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
 10/06/2018,106,,,DARTMOUTH AVE/S BROADWAY,5,M,A,N,1977,N,10302,AN,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
 10/27/2018,2215,4998,,BASELINE RD/FOOTHILLS PKWY,5,F,W,N,1997,N,10303,WN,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
 10/28/2018,25,700,,6TH ST/BASELINE RD,7,M,W,N,1998,N,10304,WN,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
 11/06/2018,1315,1649,,9TH ST/MARINE | ARAPAHOE ALLEY,10,M,W,N,1994,N,10305,WN,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
 11/09/2018,2231,598,,TANTRA DR/TABLE MESA DR,5,F,B,N,1953,N,10306,BN,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
 11/12/2018,900,CANYON,,9TH,10,M,W,N,1969,Y,10307,WN,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
 11/13/2018,1053,698,,FOOTHILLS PKWY/BASELINE RD,10,M,W,N,1980,N,10308,WN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
 11/13/2018,1034,,,FOOTHILLS PKWY/SOUTH BOULDER RD,10,M,W,N,1985,N,10309,WN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
 11/13/2018,1017,698,,FOOTHILLS PKWY/BASELINE RD,10,F,W,N,1990,Y,10310,WN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
 11/13/2018,821,,,"US HWY 36, MM38",10,F,W,N,1964,Y,10311,WN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
 11/13/2018,848,,,"US HWY 36, MM28.6",10,M,W,H,1999,Y,10312,WH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
 11/13/2018,1038,,,MOHAWK DR/BASELINE RD,10,M,W,N,1989,Y,10313,WN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
 11/13/2018,1104,4698,,BASELINE RD/MOHAWK DR,10,F,W,N,1999,N,10314,WN,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
 11/13/2018,1146,698,,FOOTHILLS PKWY/BASELINE RD,10,M,W,N,1994,N,10315,WN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
 11/13/2018,1200,698,,FOOTHILLS PKWY/BASELINE RD,10,F,W,N,1995,Y,10316,WN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
 11/13/2018,1222,698,,FOOTHILLS PKWY/BASELINE RD,10,F,W,N,1976,N,10317,WN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
 11/13/2018,1254,698,,FOOTHILLS PKWY/BASELINE RD,10,M,W,N,1959,N,10318,WN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 11/13/2018,1305,800,,BLOCK FOOTHILLS PKWY,10,M,W,N,1985,N,10319,WN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
 11/13/2018,835,499,,55TH ST/TENINO AVE,8,F,W,N,1984,N,10320,WN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
 11/13/2018,857,499,,55TH ST/TENINO AVE,9,M,W,N,1951,N,10321,WN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
 11/13/2018,1248,1206,,17TH ST/HILLSIDE RD,5,F,W,N,1954,N,10322,WN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
 11/13/2018,1142,,,GREENBRIAR BLVD/S BROADWAY,10,M,W,N,2002,Y,10323,WN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
 11/12/2018,1900,2899,,BROADWAY/CEDAR AVE,11,F,W,N,1969,Y,10324,WN,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
